Javadoc coverage metrics,terça, 21 nov. 2023 21:43:07 WET
Method,JLOC
"net.sf.freecol.common.util.CollectionUtils.find(Collection<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.find(Collection<T>, Predicate<? super T>, T)",9
"net.sf.freecol.common.util.CollectionUtils.find(Stream<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.find(Stream<T>, Predicate<? super T>, T)",9
"net.sf.freecol.common.util.CollectionUtils.find(T[], Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.find(T[], Predicate<? super T>, T)",9
"net.sf.freecol.common.util.CollectionUtils.find_internal(Stream<T>, Predicate<? super T>, T)",9
net.sf.freecol.common.util.CollectionUtils.first(Collection<T>),7
net.sf.freecol.common.util.CollectionUtils.first(Stream<T>),7
net.sf.freecol.common.util.CollectionUtils.first(T[]),7
"net.sf.freecol.common.util.CollectionUtils.first_internal(Stream<T>, T)",8
"net.sf.freecol.common.util.CollectionUtils.flatten(Collection<T>, Function<? super T, ? extends Stream<? extends R>>)",9
"net.sf.freecol.common.util.CollectionUtils.flatten(Collection<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",10
"net.sf.freecol.common.util.CollectionUtils.flatten(Stream<T>, Function<? super T, ? extends Stream<? extends R>>)",9
"net.sf.freecol.common.util.CollectionUtils.flatten(Stream<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",10
"net.sf.freecol.common.util.CollectionUtils.flatten(T[], Function<? super T, ? extends Stream<? extends R>>)",9
"net.sf.freecol.common.util.CollectionUtils.flatten(T[], Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",10
"net.sf.freecol.common.util.CollectionUtils.flatten_internal(Stream<T>, Predicate<? super T>, Function<? super T, ? extends Stream<? extends R>>)",10
"net.sf.freecol.common.util.CollectionUtils.forEach(Collection<T>, Consumer<? super T>)",7
"net.sf.freecol.common.util.CollectionUtils.forEach(Collection<T>, Predicate<? super T>, Consumer<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.forEach(Stream<T>, Consumer<? super T>)",7
"net.sf.freecol.common.util.CollectionUtils.forEach(Stream<T>, Predicate<? super T>, Consumer<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.forEach(T[], Consumer<? super T>)",7
"net.sf.freecol.common.util.CollectionUtils.forEach(T[], Predicate<? super T>, Consumer<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.forEachMapEntry(Map<K, V>, Consumer<Entry<K, V>>)",8
"net.sf.freecol.common.util.CollectionUtils.forEachMapEntry(Map<K, V>, Predicate<Entry<K, V>>, Consumer<Entry<K, V>>)",9
"net.sf.freecol.common.util.CollectionUtils.forEach_internal(Stream<T>, Predicate<? super T>, Consumer<? super T>)",8
net.sf.freecol.common.util.CollectionUtils.getPermutations(List<T>),11
"net.sf.freecol.common.util.CollectionUtils.incrementMapCount(Map<K, Integer>, K)",8
net.sf.freecol.common.util.CollectionUtils.isNotNull(),7
"net.sf.freecol.common.util.CollectionUtils.isNotNull(Function<? super T, V>)",9
net.sf.freecol.common.util.CollectionUtils.isNull(),7
"net.sf.freecol.common.util.CollectionUtils.isNull(Function<? super T, V>)",9
net.sf.freecol.common.util.CollectionUtils.iterable(Stream<T>),7
"net.sf.freecol.common.util.CollectionUtils.listEquals(List<T>, List<T>)",9
net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableList(T...),7
"net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableMap(K[], V[])",11
net.sf.freecol.common.util.CollectionUtils.makeUnmodifiableSet(T...),7
"net.sf.freecol.common.util.CollectionUtils.map(Collection<T>, Function<? super T, ? extends R>)",9
"net.sf.freecol.common.util.CollectionUtils.map(Stream<T>, Function<? super T, ? extends R>)",9
"net.sf.freecol.common.util.CollectionUtils.map(T[], Function<? super T, ? extends R>)",9
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByKey(Map<K, V>)",8
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByKey(Map<K, V>, Comparator<K>)",9
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByValue(Map<K, V>)",8
"net.sf.freecol.common.util.CollectionUtils.mapEntriesByValue(Map<K, V>, Comparator<V>)",9
"net.sf.freecol.common.util.CollectionUtils.map_internal(Stream<T>, Function<? super T, ? extends R>)",9
"net.sf.freecol.common.util.CollectionUtils.matchKey(K, Function<T, K>)",10
net.sf.freecol.common.util.CollectionUtils.matchKey(T),7
"net.sf.freecol.common.util.CollectionUtils.matchKeyEquals(K, Function<T, K>)",10
net.sf.freecol.common.util.CollectionUtils.matchKeyEquals(T),8
"net.sf.freecol.common.util.CollectionUtils.max(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.max(Collection<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.max(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.max(Stream<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.max(T[], Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.max(T[], ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.max_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.maximize(Collection<T>, Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.maximize(Collection<T>, Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.maximize(Stream<T>, Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.maximize(Stream<T>, Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.maximize(T[], Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.maximize(T[], Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.maximize_internal(Stream<T>, Predicate<? super T>, Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.min(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.min(Collection<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.min(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.min(Stream<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.min(T[], Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.min(T[], ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.min_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.minimize(Collection<T>, Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.minimize(Collection<T>, Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.minimize(Stream<T>, Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.minimize(Stream<T>, Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.minimize(T[], Comparator<? super T>)",9
"net.sf.freecol.common.util.CollectionUtils.minimize(T[], Predicate<? super T>, Comparator<? super T>)",10
"net.sf.freecol.common.util.CollectionUtils.minimize_internal(Stream<T>, Predicate<? super T>, Comparator<? super T>)",9
net.sf.freecol.common.util.CollectionUtils.none(Collection<T>),7
"net.sf.freecol.common.util.CollectionUtils.none(Collection<T>, Predicate<? super T>)",8
net.sf.freecol.common.util.CollectionUtils.none(Stream<T>),7
"net.sf.freecol.common.util.CollectionUtils.none(Stream<T>, Predicate<? super T>)",8
net.sf.freecol.common.util.CollectionUtils.none(T[]),7
"net.sf.freecol.common.util.CollectionUtils.none(T[], Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.none_internal(Stream<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.product(Collection<T>, Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.product(Collection<T>, ToDoubleFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.product(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.product(Stream<T>, ToDoubleFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.product(T[], Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.product(T[], ToDoubleFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.product_internal(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.removeInPlace(Collection<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.removeInPlace(Map<K, V>, Predicate<Entry<K, V>>)",9
net.sf.freecol.common.util.CollectionUtils.reverse(List<T>),6
"net.sf.freecol.common.util.CollectionUtils.rotate(List<T>, int)",7
net.sf.freecol.common.util.CollectionUtils.sort(Collection<T>),7
"net.sf.freecol.common.util.CollectionUtils.sort(Collection<T>, Comparator<? super T>)",8
net.sf.freecol.common.util.CollectionUtils.sort(Stream<T>),7
"net.sf.freecol.common.util.CollectionUtils.sort(Stream<T>, Comparator<? super T>)",8
net.sf.freecol.common.util.CollectionUtils.sort(T[]),7
"net.sf.freecol.common.util.CollectionUtils.sort(T[], Comparator<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.sort_internal(Stream<T>, Comparator<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.sum(Collection<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sum(Collection<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.sum(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sum(Stream<T>, ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.sum(T[], Predicate<? super T>, ToIntFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sum(T[], ToIntFunction<T>)",8
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Collection<T>, Predicate<? super T>, ToDoubleFunction<T>)",10
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Collection<T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sumDouble(Stream<T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sumDouble(T[], Predicate<? super T>, ToDoubleFunction<T>)",10
"net.sf.freecol.common.util.CollectionUtils.sumDouble(T[], ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sumDouble_internal(Stream<T>, Predicate<? super T>, ToDoubleFunction<T>)",9
"net.sf.freecol.common.util.CollectionUtils.sum_internal(Stream<T>, Predicate<? super T>, ToIntFunction<T>)",9
net.sf.freecol.common.util.CollectionUtils.toAppendedList(),6
net.sf.freecol.common.util.CollectionUtils.toList(Collection<T>),7
net.sf.freecol.common.util.CollectionUtils.toList(Stream<T>),7
net.sf.freecol.common.util.CollectionUtils.toList(T[]),7
net.sf.freecol.common.util.CollectionUtils.toListNoNulls(),7
net.sf.freecol.common.util.CollectionUtils.toList_internal(Stream<T>),7
net.sf.freecol.common.util.CollectionUtils.toStream(Iterable<T>),7
net.sf.freecol.common.util.CollectionUtils.toStream(Iterator<T>),7
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>)",10
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",12
"net.sf.freecol.common.util.CollectionUtils.transform(Collection<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",11
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>)",10
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",12
"net.sf.freecol.common.util.CollectionUtils.transform(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",11
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>)",8
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>)",10
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>, Collector<R, ?, C>)",12
"net.sf.freecol.common.util.CollectionUtils.transform(T[], Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>)",11
"net.sf.freecol.common.util.CollectionUtils.transform_internal(Stream<T>, Predicate<? super T>, Function<? super T, ? extends R>, Comparator<? super R>, Collector<R, ?, C>)",14
net.sf.freecol.common.util.ImageUtils.createBufferedImage(Image),6
"net.sf.freecol.common.util.ImageUtils.createBufferedImage(int, int)",7
"net.sf.freecol.common.util.ImageUtils.createCenteredImage(BufferedImage, Dimension)",8
"net.sf.freecol.common.util.ImageUtils.createCenteredImage(BufferedImage, int, int)",9
net.sf.freecol.common.util.ImageUtils.createGrayscaleImage(Image),6
net.sf.freecol.common.util.ImageUtils.createHalvedImage(Image),9
net.sf.freecol.common.util.ImageUtils.createMirroredImage(Image),6
"net.sf.freecol.common.util.ImageUtils.createResizedImage(Image, int, int)",11
"net.sf.freecol.common.util.ImageUtils.createResizedImage(Image, int, int, boolean)",12
"net.sf.freecol.common.util.ImageUtils.drawTiledImage(BufferedImage, Graphics, JComponent, Insets)",11
"net.sf.freecol.common.util.ImageUtils.fadeImage(Image, float, float)",8
"net.sf.freecol.common.util.ImageUtils.fillTexture(Graphics2D, BufferedImage, int, int, int, int)",10
"net.sf.freecol.common.util.ImageUtils.imageWithAlphaFromMask(BufferedImage, BufferedImage)",7
"net.sf.freecol.common.util.ImageUtils.wildcardDimension(Dimension, Dimension)",9
"net.sf.freecol.common.util.Introspector.Introspector(Class<?>, String)",6
"net.sf.freecol.common.util.Introspector.IntrospectorException.IntrospectorException(String, Throwable)",0
net.sf.freecol.common.util.Introspector.IntrospectorException.IntrospectorException(Throwable),0
"net.sf.freecol.common.util.Introspector.construct(Constructor<T>, Object[])",9
net.sf.freecol.common.util.Introspector.fromSnakeCase(String),0
net.sf.freecol.common.util.Introspector.getClassByName(String),6
"net.sf.freecol.common.util.Introspector.getConstructor(Class<T>, Class[])",8
net.sf.freecol.common.util.Introspector.getFromStringConverter(Class<?>),9
net.sf.freecol.common.util.Introspector.getGetMethod(),6
net.sf.freecol.common.util.Introspector.getMethodReturnType(Method),7
net.sf.freecol.common.util.Introspector.getSetMethod(Class<?>),8
net.sf.freecol.common.util.Introspector.getToStringConverter(Class<?>),8
net.sf.freecol.common.util.Introspector.getter(Object),9
"net.sf.freecol.common.util.Introspector.instantiate(Class<T>, Class[], Object[])",11
"net.sf.freecol.common.util.Introspector.instantiate(String, Class[], Object[])",10
"net.sf.freecol.common.util.Introspector.invokeMethod(Object, String, Class<T>)",12
"net.sf.freecol.common.util.Introspector.invokeVoidMethod(Object, String)",9
"net.sf.freecol.common.util.Introspector.setter(Object, String)",8
net.sf.freecol.common.util.LogBuilder.LogBuilder(int),5
net.sf.freecol.common.util.LogBuilder.add(Object...),5
"net.sf.freecol.common.util.LogBuilder.addCollection(String, Collection<T>)",7
"net.sf.freecol.common.util.LogBuilder.addInternal(StringBuilder, Object...)",6
net.sf.freecol.common.util.LogBuilder.addStackTrace(),3
net.sf.freecol.common.util.LogBuilder.grew(Object...),8
"net.sf.freecol.common.util.LogBuilder.log(Logger, Level)",6
net.sf.freecol.common.util.LogBuilder.mark(),3
net.sf.freecol.common.util.LogBuilder.o2s(Object),6
net.sf.freecol.common.util.LogBuilder.shrink(String),7
net.sf.freecol.common.util.LogBuilder.size(),5
net.sf.freecol.common.util.LogBuilder.toString(),3
net.sf.freecol.common.util.LogBuilder.truncate(int),5
"net.sf.freecol.common.util.LogBuilder.wide(int, Object...)",7
net.sf.freecol.common.util.OSUtils.getBrowserExecString(String),8
net.sf.freecol.common.util.OSUtils.getOperatingSystem(),5
net.sf.freecol.common.util.OSUtils.launchBrowser(String),5
net.sf.freecol.common.util.OSUtils.onMacOSX(),5
net.sf.freecol.common.util.OSUtils.onUnix(),5
net.sf.freecol.common.util.OSUtils.onWindows(),5
"net.sf.freecol.common.util.RandomChoice.RandomChoice(T, int)",0
net.sf.freecol.common.util.RandomChoice.getObject(),0
net.sf.freecol.common.util.RandomChoice.getProbability(),0
net.sf.freecol.common.util.RandomChoice.getTotalProbability(Collection<RandomChoice<T>>),0
"net.sf.freecol.common.util.RandomChoice.getWeightedRandom(Logger, String, Collection<RandomChoice<T>>, Random)",0
"net.sf.freecol.common.util.RandomChoice.getWeightedRandom(Logger, String, Stream<RandomChoice<T>>, Random)",0
"net.sf.freecol.common.util.RandomChoice.normalize(Collection<RandomChoice<T>>, int)",0
"net.sf.freecol.common.util.RandomChoice.select(Collection<RandomChoice<T>>, int)",0
"net.sf.freecol.common.util.RandomUtils.RandomIntCache.RandomIntCache(Logger, String, Random, int, int)",0
net.sf.freecol.common.util.RandomUtils.RandomIntCache.nextInt(),0
net.sf.freecol.common.util.RandomUtils.RandomIntCache.nextInt(int),0
net.sf.freecol.common.util.RandomUtils.RandomIntCache.refill(),0
"net.sf.freecol.common.util.RandomUtils.getRandomMember(Logger, String, List<T>, Random)",10
"net.sf.freecol.common.util.RandomUtils.getRandomMember(Logger, String, Stream<T>, Random)",10
"net.sf.freecol.common.util.RandomUtils.logArray(Logger, String, int[])",7
"net.sf.freecol.common.util.RandomUtils.randomDouble(Logger, String, Random)",8
"net.sf.freecol.common.util.RandomUtils.randomFloat(Logger, String, Random)",8
"net.sf.freecol.common.util.RandomUtils.randomInt(Logger, String, Random, int)",9
"net.sf.freecol.common.util.RandomUtils.randomInts(Logger, String, Random, int, int)",10
"net.sf.freecol.common.util.RandomUtils.randomShuffle(Logger, String, List<?>, Random)",8
net.sf.freecol.common.util.StringUtils.capitalize(String),6
"net.sf.freecol.common.util.StringUtils.capitalize(String, Locale)",7
"net.sf.freecol.common.util.StringUtils.chop(String, int)",7
net.sf.freecol.common.util.StringUtils.downCase(String),6
"net.sf.freecol.common.util.StringUtils.downCase(String, Locale)",7
"net.sf.freecol.common.util.StringUtils.firstPart(String, String)",9
net.sf.freecol.common.util.StringUtils.getBreakingPoint(String),7
"net.sf.freecol.common.util.StringUtils.getBreakingPoint(String, String)",8
net.sf.freecol.common.util.StringUtils.getEnumKey(Enum<?>),9
"net.sf.freecol.common.util.StringUtils.join(String, Collection<String>)",8
"net.sf.freecol.common.util.StringUtils.join(String, String...)",10
"net.sf.freecol.common.util.StringUtils.lastPart(String, String)",9
"net.sf.freecol.common.util.StringUtils.splitText(String, String, FontMetrics, int)",11
net.sf.freecol.common.util.StringUtils.upCase(String),6
"net.sf.freecol.common.util.StringUtils.upCase(String, Locale)",7
"net.sf.freecol.common.util.Utils.delay(long, String)",7
net.sf.freecol.common.util.Utils.deleteFile(File),5
net.sf.freecol.common.util.Utils.deleteFiles(List<File>),5
net.sf.freecol.common.util.Utils.determineDpi(GraphicsDevice),6
"net.sf.freecol.common.util.Utils.directoryAllPresent(File, String...)",7
"net.sf.freecol.common.util.Utils.equals(T, T)",9
"net.sf.freecol.common.util.Utils.fileAnySuffix(File, String...)",7
net.sf.freecol.common.util.Utils.garbageCollect(),5
"net.sf.freecol.common.util.Utils.getF8W(File, boolean)",7
net.sf.freecol.common.util.Utils.getFileUTF8AppendWriter(File),6
net.sf.freecol.common.util.Utils.getFileUTF8Reader(File),6
net.sf.freecol.common.util.Utils.getFileUTF8Writer(File),6
net.sf.freecol.common.util.Utils.getGoodGraphicsDevice(),6
net.sf.freecol.common.util.Utils.getRandomState(Random),9
net.sf.freecol.common.util.Utils.getUTF8Contents(File),6
net.sf.freecol.common.util.Utils.getUTF8Writer(OutputStream),6
net.sf.freecol.common.util.Utils.hashCode(Object),6
net.sf.freecol.common.util.Utils.isHeadless(),5
"net.sf.freecol.common.util.Utils.makeTransformer(boolean, boolean)",7
net.sf.freecol.common.util.Utils.now(),5
net.sf.freecol.common.util.Utils.restoreRandomState(String),6
net.sf.freecol.common.utils.AllTests.suite(),0
net.sf.freecol.common.utils.UtilsTest.makeList(int...),0
net.sf.freecol.common.utils.UtilsTest.testComparator(),0
net.sf.freecol.common.utils.UtilsTest.testGetPermutations(),0
net.sf.freecol.metaserver.MetaRegister.MetaRegister(),3
net.sf.freecol.metaserver.MetaRegister.addServer(ServerInfo),6
net.sf.freecol.metaserver.MetaRegister.canConnectToServer(ServerInfo),0
"net.sf.freecol.metaserver.MetaRegister.getServer(String, int)",8
net.sf.freecol.metaserver.MetaRegister.getServers(),5
"net.sf.freecol.metaserver.MetaRegister.indexOf(String, int)",8
net.sf.freecol.metaserver.MetaRegister.removeDeadServers(),3
"net.sf.freecol.metaserver.MetaRegister.removeServer(String, int)",6
net.sf.freecol.metaserver.MetaRegister.startCleanupTimer(),3
net.sf.freecol.metaserver.MetaRegister.updateServer(ServerInfo),5
net.sf.freecol.metaserver.MetaServer.MetaServer(int),7
net.sf.freecol.metaserver.MetaServer.getConnection(Socket),7
net.sf.freecol.metaserver.MetaServer.getMetaServerHandler(),5
net.sf.freecol.metaserver.MetaServer.getPort(),5
net.sf.freecol.metaserver.MetaServer.main(String[]),5
net.sf.freecol.metaserver.MetaServer.removeConnection(Connection),5
net.sf.freecol.metaserver.MetaServer.run(),3
net.sf.freecol.metaserver.MetaServer.shutdown(),3
"net.sf.freecol.metaserver.MetaServerHandler.MetaServerHandler(MetaServer, MetaRegister)",7
net.sf.freecol.metaserver.MetaServerHandler.disconnect(Connection),5
"net.sf.freecol.metaserver.MetaServerHandler.handle(Connection, Message)",3
net.sf.freecol.metaserver.MetaServerHandler.read(Connection),3
net.sf.freecol.metaserver.MetaServerHandler.register(RegisterServerMessage),6
net.sf.freecol.metaserver.MetaServerHandler.remove(RemoveServerMessage),5
net.sf.freecol.metaserver.MetaServerHandler.serverList(),6
net.sf.freecol.metaserver.MetaServerHandler.update(UpdateServerMessage),5
net.sf.freecol.server.AllTests.suite(),0
"net.sf.freecol.server.FreeColServer.FreeColServer(FreeColSavegameFile, Specification, InetAddress, int, String)",16
"net.sf.freecol.server.FreeColServer.FreeColServer(String, InetAddress, int)",9
"net.sf.freecol.server.FreeColServer.FreeColServer(boolean, boolean, Specification, InetAddress, int, String)",11
net.sf.freecol.server.FreeColServer.ServerState.ServerState(int),0
net.sf.freecol.server.FreeColServer.ServerState.getMetaServerState(),0
net.sf.freecol.server.FreeColServer.addAIConnection(Player),5
net.sf.freecol.server.FreeColServer.addNewUserConnection(Socket),9
net.sf.freecol.server.FreeColServer.addPlayerConnection(Connection),6
net.sf.freecol.server.FreeColServer.buildGame(),7
net.sf.freecol.server.FreeColServer.changeServerState(ServerState),6
"net.sf.freecol.server.FreeColServer.createServer(InetAddress, int)",11
net.sf.freecol.server.FreeColServer.endGame(),3
net.sf.freecol.server.FreeColServer.exploreMapForAllPlayers(boolean),6
"net.sf.freecol.server.FreeColServer.generateEmptyMap(int, int)",9
net.sf.freecol.server.FreeColServer.generateMap(boolean),6
net.sf.freecol.server.FreeColServer.getAIMain(),6
net.sf.freecol.server.FreeColServer.getAIPlayer(Player),6
net.sf.freecol.server.FreeColServer.getController(),5
net.sf.freecol.server.FreeColServer.getGame(),6
net.sf.freecol.server.FreeColServer.getHost(),5
net.sf.freecol.server.FreeColServer.getInGameController(),5
net.sf.freecol.server.FreeColServer.getInputHandler(),5
net.sf.freecol.server.FreeColServer.getIntegrity(),5
net.sf.freecol.server.FreeColServer.getMapGenerator(),5
net.sf.freecol.server.FreeColServer.getName(),5
net.sf.freecol.server.FreeColServer.getPlayer(Connection),7
net.sf.freecol.server.FreeColServer.getPort(),5
net.sf.freecol.server.FreeColServer.getPreGameController(),5
net.sf.freecol.server.FreeColServer.getPublicServer(),5
net.sf.freecol.server.FreeColServer.getServer(),5
net.sf.freecol.server.FreeColServer.getServerInfo(),5
net.sf.freecol.server.FreeColServer.getServerRandom(),5
net.sf.freecol.server.FreeColServer.getServerState(),5
net.sf.freecol.server.FreeColServer.getSinglePlayer(),5
net.sf.freecol.server.FreeColServer.getSpecification(),5
net.sf.freecol.server.FreeColServer.getUserConnectionHandler(),6
net.sf.freecol.server.FreeColServer.loadGame(FreeColSavegameFile),9
"net.sf.freecol.server.FreeColServer.loadGame(FreeColSavegameFile, Specification)",10
net.sf.freecol.server.FreeColServer.makeAIPlayer(Nation),8
"net.sf.freecol.server.FreeColServer.readGame(File, Specification, FreeColServer)",14
"net.sf.freecol.server.FreeColServer.readGame(FreeColSavegameFile, Specification, FreeColServer)",14
"net.sf.freecol.server.FreeColServer.readMap(File, Specification)",13
net.sf.freecol.server.FreeColServer.registerWithMetaServer(),5
net.sf.freecol.server.FreeColServer.removeFromMetaServer(),5
net.sf.freecol.server.FreeColServer.removePlayerConnection(Player),5
"net.sf.freecol.server.FreeColServer.saveGame(File, OptionGroup, Unit)",9
"net.sf.freecol.server.FreeColServer.saveGame(File, String, OptionGroup, Unit, BufferedImage)",11
"net.sf.freecol.server.FreeColServer.saveMapEditorGame(File, BufferedImage)",8
"net.sf.freecol.server.FreeColServer.sendToAll(Message, Connection)",6
"net.sf.freecol.server.FreeColServer.sendToAll(Message, Player)",6
net.sf.freecol.server.FreeColServer.setAIMain(AIMain),6
net.sf.freecol.server.FreeColServer.setGame(ServerGame),5
net.sf.freecol.server.FreeColServer.setMapGenerator(MapGenerator),5
net.sf.freecol.server.FreeColServer.setName(String),5
net.sf.freecol.server.FreeColServer.setPublicServer(boolean),5
net.sf.freecol.server.FreeColServer.setServerRandom(Random),5
net.sf.freecol.server.FreeColServer.setSinglePlayer(boolean),5
net.sf.freecol.server.FreeColServer.shutdown(),3
net.sf.freecol.server.FreeColServer.startGame(),17
net.sf.freecol.server.FreeColServer.updateMetaServer(),5
net.sf.freecol.server.FreeColServer.waitForGame(),9
net.sf.freecol.server.SaveLoadTest.tearDown(),0
net.sf.freecol.server.SaveLoadTest.testDelayedLoading(),0
net.sf.freecol.server.SaveLoadTest.testImmediateLoading(),0
net.sf.freecol.server.SaveLoadTest.testImport(),0
net.sf.freecol.server.ServerTestHelper.createRandomSaveGame(),0
net.sf.freecol.server.ServerTestHelper.getInGameController(),0
net.sf.freecol.server.ServerTestHelper.getServer(),0
net.sf.freecol.server.ServerTestHelper.newTurn(),0
net.sf.freecol.server.ServerTestHelper.setRandom(Random),0
net.sf.freecol.server.ServerTestHelper.setServer(FreeColServer),0
"net.sf.freecol.server.ServerTestHelper.startServer(File, boolean, boolean)",0
"net.sf.freecol.server.ServerTestHelper.startServer(File, boolean, boolean, int, String)",0
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean)",0
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean, Specification)",0
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean, Specification, int, String)",0
net.sf.freecol.server.ServerTestHelper.startServerGame(Map),6
"net.sf.freecol.server.ServerTestHelper.startServerGame(Map, Specification)",7
net.sf.freecol.server.ServerTestHelper.stopServer(),0
net.sf.freecol.server.ServerTestHelper.stopServerGame(),0
